rank,trial,value,dataset.batch_size,model.activation,model.dropout,optim.grad_clip,optim.lr,optim.patience,optim.use_scheduler,optim.weight_decay,duration_s
70,175,0.910256,16,relu,0.428524,3.04611,0.000215527,40,True,0.000649736,51.7
71,176,0.910256,16,gelu,0.665374,2.49171,0.00127385,40,True,5.11265e-05,51.6
72,181,0.910256,16,gelu,0.676624,0.437309,0.000327661,30,True,3.57193e-05,52.7
73,184,0.910256,16,gelu,0.515924,5.38973,0.000673858,35,True,6.71194e-07,34.3
74,185,0.910256,16,gelu,0.697563,5.09238,0.000159152,25,True,4.20256e-05,52.8
75,188,0.910256,16,relu,0.636056,4.21094,0.000536837,30,True,1.7651e-05,52.0
76,196,0.910256,16,gelu,0.571468,1.21568,0.00041249,45,True,9.41484e-06,51.3
77,10,0.897436,64,gelu,0.635365,0.0754732,0.000268813,10,False,5.11717e-06,28.3
78,21,0.897436,16,gelu,0.625204,5.47382,0.000179472,15,False,0.000249894,52.2
79,30,0.897436,16,gelu,0.489656,3.59811,3.34332e-05,40,False,0.00043567,52.2
80,41,0.897436,16,relu,0.322832,7.57202,0.00199273,65,True,1.04796e-08,44.7
81,42,0.897436,16,relu,0.45251,9.06212,0.000501028,70,True,0.000650066,53.2
82,46,0.897436,16,relu,0.64982,6.68752,0.00044724,35,True,2.84435e-05,51.9
83,48,0.897436,16,gelu,0.413473,3.6147,0.00259345,60,True,0.000505236,51.2
84,60,0.897436,64,gelu,0.502956,2.71053,0.00344425,55,True,6.46919e-05,41.1
85,64,0.897436,16,gelu,0.666522,5.10536,0.000215794,35,False,6.99752e-06,52.4
